title,brandId,brandName,image,inStock,isAD,itemId,location,mainSellerId,nid,price,priceShow,productUrl,promotionId,restrictedAge,review,sellerId,sellerName,sku,skuId,tItemType
Cream Georgette Semi Stitched Anarkali for Women,200149,Ahelia,https://static-01.daraz.com.bd/p/49bca770895ae53dc9d8ed2e13842364.jpg,True,0,112312675,Bangladesh,,112312675,1899,"৳ 1,899",//www.daraz.com.bd/products/-i112312675-s1029206046.html?search=1,null,0,1,1020485,Ahelia,112312675_BD,1029206046,nt_product
IELGY Ins rainbow striped short-sleeved T-shirt female,123818419,IELGY,https://static-01.daraz.com.bd/p/5a984ea27cef31279814b662f0ae79ee.jpg,True,0,184795784,China,,184795784,730.00,৳ 730,//www.daraz.com.bd/products/ielgy-ins-i184795784-s1130006636.html?search=1,null,0,2,700508496307,IELGY,184795784_BD,1130006636,nt_product
Fabrilife Woman Premium Trouser  Seattle,123289466,Fabrilife,https://static-01.daraz.com.bd/p/203630cb32a966f65dab715020d43143.jpg,True,0,232700198,Bangladesh,,232700198,595.00,৳ 595,//www.daraz.com.bd/products/fabrilife-woman-premium-trouser-seattle-i232700198-s1175494271.html?search=1,null,0,15,700505718006,Fabrilife,232700198_BD,1175494271,nt_product
Japani Silk Shalwer Kameez For Women 3 Piece Afsan Screen Print,121166651,hamim fashion,https://static-01.daraz.com.bd/p/4fea57810e9935fcba306ce0bd41d8ac.jpg,True,0,165926681,Bangladesh,,165926681,449.00,৳ 449,//www.daraz.com.bd/products/3-i165926681-s1099442287.html?search=1,null,0,7,700507851038,HAMIM FASHION,165926681_BD,1099442287,nt_product
All Body Work Katan silk 12 Hand Saree  for Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/b097726050a5de8e7ea6bf424d668325.jpg,True,0,223284470,Bangladesh,,223284470,1130,"৳ 1,130",//www.daraz.com.bd/products/12-i223284470-s1169400016.html?search=1,null,0,30,700506384152,Tangail Tant Saree (TAN),223284470_BD,1169400016,nt_product
Silk Shalwar Kameez For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/0f074c3ae960c6136d61551ec71d7794.jpg,True,0,157946799,Bangladesh,,157946799,449.00,৳ 449,//www.daraz.com.bd/products/silk-shalwar-kameez-for-women-i157946799-s1089078911.html?search=1,null,0,47,700507851038,HAMIM FASHION,157946799_BD,1089078911,nt_product
Unstitched Printed Kashmiri Afsan Cotton Latest Designd Three Piece For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/c113633ffc413eec1a3421ea6ddb53a0.jpg,True,0,168300783,Bangladesh,,168300783,599.00,৳ 599,//www.daraz.com.bd/products/unstitched-printed-kashmiri-afsan-cotton-latest-designd-three-piece-for-women-i168300783-s1102310930.html?search=1,null,0,4,700507851038,HAMIM FASHION,168300783_BD,1102310930,nt_product
Hoodies Women Sweatshirt Dress Solid Autumn Winter Warm Loose Oversized Hoodie Female Pullover Long Length,157881,Legacy Boutiques,https://static-01.daraz.com.bd/p/cdddcbf8993969344ee92f731a5582e6.jpg,True,0,156988778,Bangladesh,,156988778,799.00,৳ 799,//www.daraz.com.bd/products/-i156988778-s1087124661.html?search=1,null,0,5,4410,Legacy Boutiques,156988778_BD,1087124661,nt_product
Black Women's Full Sleeves Hoodies-2683H,199924,Stone Rose,https://static-01.daraz.com.bd/p/914f3b98b7b68c444479865d350c71be.jpg,True,0,154268552,Bangladesh,,154268552,499.00,৳ 499,//www.daraz.com.bd/products/black-womens-full-sleeves-hoodies-2683h-i154268552-s1083344363.html?search=1,null,0,29,1007149,Stone Rose,154268552_BD,1083344363,nt_product
Japani silk Afsan Screen Print Shalwer Kameez 3 Piece,121166651,hamim fashion,https://static-01.daraz.com.bd/p/ccfa34273556fe30e1d96b8454509d11.jpg,True,0,157948654,Bangladesh,,157948654,449.00,৳ 449,//www.daraz.com.bd/products/japani-silk-afsan-screen-print-shalwer-kameez-3-piece-i157948654-s1089088321.html?search=1,null,0,10,700507851038,HAMIM FASHION,157948654_BD,1089088321,nt_product
Bin Saeed Two piece Kurti for girls. Bin Saeed Kurti With Salwar for girls,124372695,Queenly demand,https://static-01.daraz.com.bd/p/10210b410a04ca85d6c8d9531950fca7.jpg,True,0,233187513,Bangladesh,,233187513,1125,"৳ 1,125",//www.daraz.com.bd/products/saeed-i233187513-s1175893386.html?search=1,null,0,52,700508550369,Queenly demand,233187513_BD,1175893386,nt_product
Blue  Color  Half Silk Saree For Baby Girl (Waist To Feet : 33Inch Long) - Sharee For Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/07826aff2e4f60a5a6ed4f4cc91c4f38.jpg,True,0,216687422,Bangladesh,,216687422,390,৳ 390,//www.daraz.com.bd/products/blue-color-half-silk-saree-for-baby-girl-waist-to-feet-33inch-long-sharee-for-women-i216687422-s1164891730.html?search=1,null,0,2,700506384152,Tangail Tant Saree (TAN),216687422_BD,1164891730,nt_product
Women Long Sleeve T-shirt- 14583T,199924,Stone Rose,https://static-01.daraz.com.bd/p/0827fbd6e76d60badb718c4dc04ecd19.jpg,True,0,207941589,Bangladesh,,207941589,269.00,৳ 269,//www.daraz.com.bd/products/14583t-i207941589-s1157973556.html?search=1,null,0,1,1007149,Stone Rose,207941589_BD,1157973556,nt_product
Japanese Silk Shalwer Kameez For Women Three Piece,121166651,hamim fashion,https://static-01.daraz.com.bd/p/122efa8537faf2dd30e39edd1aa0723d.jpg,True,0,157896740,Bangladesh,,157896740,449.00,৳ 449,//www.daraz.com.bd/products/japanese-silk-shalwer-kameez-for-women-three-piece-i157896740-s1088998812.html?search=1,null,0,12,700507851038,HAMIM FASHION,157896740_BD,1088998812,nt_product
Blue Color Check Exclusive Half Silk 12 Hand Saree for Women From Tangail Tant Saree Store - Sharee For Women (from Tangail),123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/068da5b9836dafcab49bb7029e6f6bfe.jpg,True,0,167302977,Bangladesh,,167302977,450.00,৳ 450,//www.daraz.com.bd/products/12-i167302977-s1101014251.html?search=1,null,0,17,700506384152,Tangail Tant Saree (TAN),167302977_BD,1101014251,nt_product
IELGY loose wild daisy printed short-sleeved T-shirt women,123818419,IELGY,https://static-01.daraz.com.bd/p/ece5d145949e2af8d5668d4ab704d5a6.jpg,True,0,184827043,China,,184827043,730.00,৳ 730,//www.daraz.com.bd/products/ielgy-i184827043-s1130043890.html?search=1,null,0,3,700508496307,IELGY,184827043_BD,1130043890,nt_product
Orbit Rajpori Cotton Unstitch Salwar Kameez Dupatta - 3 Piece,123563256,ORBIT TEX,https://static-01.daraz.com.bd/p/f88611f704162d8f91879198200d5e16.jpg,True,0,221877219,Bangladesh,,221877219,650.00,৳ 650,//www.daraz.com.bd/products/3-i221877219-s1168473219.html?search=1,null,0,20,700508001139,Orbit Processing Mills Pvt. Ltd.,221877219_BD,1168473219,nt_product
Maroon Georgette Embroidery Semi Stitched Party Wear / Bridal suits Dress for Women,200149,Ahelia,https://static-01.daraz.com.bd/p/3afe9b5b1aeb0e5cdc1e3b480a4d2c86.jpg,True,0,112302915,Bangladesh,,112302915,1877,"৳ 1,877",//www.daraz.com.bd/products/-i112302915-s1029188888.html?search=1,null,0,19,1020485,Ahelia,112302915_BD,1029188888,nt_product
Premium Quality Unstitched Cotton Three Piece for Women Screen Printed Shalwar Kameez Orna 3pcs Stylish Fabric,121166651,hamim fashion,https://static-01.daraz.com.bd/p/mdc/a76e0687c1214bcff7e9fc87352d4dc1.jpg,True,0,161322147,Bangladesh,,161322147,525.00,৳ 525,//www.daraz.com.bd/products/3-i161322147-s1093292768.html?search=1,null,0,75,700507851038,HAMIM FASHION,161322147_BD,1093292768,nt_product
IELGY Korean style loose wide-leg jeans casual long pants,123818419,IELGY,https://static-01.daraz.com.bd/p/3bd88aebeb95c2c8a12400ba43c2aca4.jpg,True,0,184826135,China,,184826135,1580.00,"৳ 1,580",//www.daraz.com.bd/products/ielgy-korean-style-loose-wide-leg-jeans-casual-long-pants-i184826135-s1130055419.html?search=1,null,0,14,700508496307,IELGY,184826135_BD,1130055419,nt_product
Orbit Rajpori Cotton Unstitch Salwar Kameez Dupatta - 3 Piece,123563256,ORBIT TEX,https://static-01.daraz.com.bd/p/aa05da61685f25c1dcbd6247f2d80fb8.jpg,True,0,296794574,Bangladesh,,296794574,650.00,৳ 650,//www.daraz.com.bd/products/3-i296794574-s1313326311.html?search=1,null,0,0,700508001139,Orbit Processing Mills Pvt. Ltd.,296794574_BD,1313326311,nt_product
IELGY long-sleeved high-waist square neck chiffon shirt women,123818419,IELGY,https://static-01.daraz.com.bd/p/84db5f0b397bb19af01950ca40159bce.jpg,True,0,184830204,China,,184830204,760.00,৳ 760,//www.daraz.com.bd/products/ielgy-long-sleeved-high-waist-retro-waisted-flower-square-neck-chiffon-shirt-women-i184830204-s1130071191.html?search=1,null,0,56,700508496307,IELGY,184830204_BD,1130071191,nt_product
Full Embroidery Jorjet 4 piece for girls Unstitched,39704,No Brand,https://static-01.daraz.com.bd/p/fff63aa361cc6571011b5a044aca94ec.jpg,True,0,274041897,Bangladesh,,274041897,620,৳ 620,//www.daraz.com.bd/products/4-i274041897-s1249033868.html?search=1,null,0,1,700508550369,Queenly demand,274041897_BD,1249033868,nt_product
Gown Anarkali Party Wear Suits For Women,200149,Ahelia,https://static-01.daraz.com.bd/p/0865df2d7ddc8ad6c6d5cae8153fd8fe.jpg,True,0,156372299,Bangladesh,,156372299,1820,"৳ 1,820",//www.daraz.com.bd/products/gown-anarkali-party-wear-suits-for-women-i156372299-s1085872590.html?search=1,null,0,23,1020485,Ahelia,156372299_BD,1085872590,nt_product
Unstitched Cotton Shalwer Kameez For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/fbf75e3b6eec7a0334702660bed06061.jpg,True,0,161138930,Bangladesh,,161138930,599.00,৳ 599,//www.daraz.com.bd/products/unstitched-cotton-shalwer-kameez-for-women-i161138930-s1167373636.html?search=1,null,0,7,700507851038,HAMIM FASHION,161138930_BD,1167373636,nt_product
IELGY loose and thin plus size dress summer new style temperament waist split French dress women,123818419,IELGY,https://static-01.daraz.com.bd/p/c41f25343a5125d910f7be24ceebb6dd.jpg,True,0,184822232,China,,184822232,1220.00,"৳ 1,220",//www.daraz.com.bd/products/ielgy-i184822232-s1130057370.html?search=1,null,0,3,700508496307,IELGY,184822232_BD,1130057370,nt_product
Winter Warm Thermal Socks For Men Male Fashion Striped Coral Fleece Short Socks Casual Home Indoor Floor Middle Tube Socks,148968,FAITOLAGI,https://static-01.daraz.com.bd/p/7a434a8f6fce8547a6b9eedcb0728b8f.jpg,True,0,282973774,China,,282973774,246,৳ 246,//www.daraz.com.bd/products/winter-warm-thermal-socks-for-men-male-fashion-striped-coral-fleece-short-socks-casual-home-indoor-floor-middle-tube-socks-i282973774-s1273214168.html?search=1,null,0,1,700508871111,faitolagi,282973774_BD,1273214168,nt_product
Unstitched Multicolor Cotton Digital Printed Lawn Shalwar Kameez for Women by Style Store,123432267,Style Store,https://static-01.daraz.com.bd/p/08efc01019ee9066a1e47d51bee34466.jpg,True,0,248820207,Bangladesh,,248820207,1200.00,"৳ 1,200",//www.daraz.com.bd/products/multicolor-cotton-digital-printed-lawn-shalwar-kameez-for-women-i248820207-s1291784245.html?search=1,null,0,7,700516389123,Style Store BD,248820207_BD,1291784245,nt_product
Multo Colour Cotton Priented 12 Hand Saree   for Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/7333c3a0a44e0ba13e091cbee2b42d46.jpg,True,0,199331684,Bangladesh,,199331684,530,৳ 530,//www.daraz.com.bd/products/12-i199331684-s1146655928.html?search=1,null,0,1,700506384152,Tangail Tant Saree (TAN),199331684_BD,1146655928,nt_product
Ladies long T shirt,157881,Legacy Boutiques,https://static-01.daraz.com.bd/p/94485edd60b9a921b0d038a1d3f62948.jpg,True,0,181877756,Bangladesh,,181877756,349.00,৳ 349,//www.daraz.com.bd/products/-i181877756-s1124177068.html?search=1,null,0,3,4410,Legacy Boutiques,181877756_BD,1124177068,nt_product
Semi Stitched Georgette Embroidery Work Free Size Designer -Salwar Kamiz For Woman -  Dress For Girls,200149,Ahelia,https://static-01.daraz.com.bd/p/3e8dc6d264b44dde926551f29260ec3a.jpg,True,0,232432963,Bangladesh,,232432963,1795,"৳ 1,795",//www.daraz.com.bd/products/semi-stitched-georgette-embroidery-work-free-size-designer-salwar-kamiz-for-woman-dress-for-girls-i232432963-s1175316358.html?search=1,null,0,17,1020485,Ahelia,232432963_BD,1175316358,nt_product
Women's Full Sleeves Hoodies-20950H,199924,Stone Rose,https://static-01.daraz.com.bd/p/18df12b3ce12bc6086f3d92998b8189a.jpg,True,0,210335899,Bangladesh,,210335899,499.00,৳ 499,//www.daraz.com.bd/products/womens-full-sleeves-hoodies-20950h-i210335899-s1160431521.html?search=1,null,0,3,1007149,Stone Rose,210335899_BD,1160431521,nt_product
Stylish Short Sleeve Viscose Fabric T-Shirt For Women_Tops For Women,193654,Fashion Park,https://static-01.daraz.com.bd/p/94728707a0f4a288eb21d0f703376712.jpg,True,0,295954009,Bangladesh,,295954009,340.00,৳ 340,//www.daraz.com.bd/products/-i295954009-s1309456911.html?search=1,null,0,0,2002,Fashion Park,295954009_BD,1309456911,nt_product
Hoodies Women Sweatshirt Dress Solid Autumn Winter Warm Loose Oversized Hoodie Female Pullover Long Length,157881,Legacy Boutiques,https://static-01.daraz.com.bd/p/ee5b596d3f668bf56f9aa85247fe06fc.jpg,True,0,156802644,Bangladesh,,156802644,799.00,৳ 799,//www.daraz.com.bd/products/-i156802644-s1086654596.html?search=1,null,0,3,4410,Legacy Boutiques,156802644_BD,1086654596,nt_product
Elegant Ladies Winter Jacket & Coats For Women,156088,Aynaghor,https://static-01.daraz.com.bd/p/822a7f768364c8496802a673b704055f.png,True,0,208492222,Bangladesh,,208492222,450.00,৳ 450,//www.daraz.com.bd/products/elegant-ladies-winter-jacket-coats-for-women-i208492222-s1158740388.html?search=1,null,0,9,2626,Ayna Ghor Ltd.,208492222_BD,1158740388,nt_product
Unstitched Japani Silk Shalwer Kameez orna For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/e538a303e02cf5cf7cf3b3f7ec027802.jpg,True,0,157956544,Bangladesh,,157956544,449.00,৳ 449,//www.daraz.com.bd/products/unstitched-japani-silk-shalwer-kameez-orna-for-women-i157956544-s1089094065.html?search=1,null,0,9,700507851038,HAMIM FASHION,157956544_BD,1089094065,nt_product
Fabrilife Women Premium Tee - Amunet - T Shirt For Women,123289466,Fabrilife,https://static-01.daraz.com.bd/p/01fb9902030350b0c3a9a22ace8f9032.jpg,True,0,240154298,Bangladesh,,240154298,525.00,৳ 525,//www.daraz.com.bd/products/fabrilife-women-premium-tee-amunet-t-shirt-for-women-i240154298-s1183518493.html?search=1,null,0,4,700505718006,Fabrilife,240154298_BD,1183518493,nt_product
Premium Ankle Socks for Women,156202,MB HOSIERY,https://static-01.daraz.com.bd/p/5e453a0ad0c5e241e0f47e53e0c61b61.jpg,True,0,133526006,Bangladesh,,133526006,149.00,৳ 149,//www.daraz.com.bd/products/-i133526006-s1055228969.html?search=1,null,0,4,2747,MB HOSIERY,133526006_BD,1055228969,nt_product
Multi-colour Half Silk Cut Work Saree with Running Blouse Piece for Women (from Tangail),121114402,MONI TRADERS,https://static-01.daraz.com.bd/p/a732856b01e631cebae95d4776b708f6.jpg,True,0,190190060,Bangladesh,,190190060,999.00,৳ 999,//www.daraz.com.bd/products/multi-colour-half-silk-cut-work-saree-with-running-blouse-piece-for-women-from-tangail-i190190060-s1137601628.html?search=1,null,0,13,1036586,MONI TRADERS (TAN),190190060_BD,1137601628,nt_product
IELGY Loose drape high waist straight wide leg pants all-match suit pants trousers,123818419,IELGY,https://static-01.daraz.com.bd/p/f4d3fbeb3fa5b32a98bc53680a298e3d.jpg,True,0,184801889,China,,184801889,1070.00,"৳ 1,070",//www.daraz.com.bd/products/ielgy-i184801889-s1130032508.html?search=1,null,0,2,700508496307,IELGY,184801889_BD,1130032508,nt_product
Glam Touch Stylish Long T-Shirt For Women - T Shirt For Women,123952614,Glam Touch,https://static-01.daraz.com.bd/p/28b0f8d1daaf538c3c3362316afb5aba.jpg,True,0,226406799,Bangladesh,,226406799,350.00,৳ 350,//www.daraz.com.bd/products/glam-touch-stylish-long-t-shirt-for-women-t-shirt-for-women-i226406799-s1170973158.html?search=1,null,0,27,1025932,Glam Touch Limited,226406799_BD,1170973158,nt_product
Glam Touch Tail Cut Blazer Gown,123952614,Glam Touch,https://static-01.daraz.com.bd/p/452217467f9c54aa7c867b5c47c5a7a8.jpg,True,0,210342066,Bangladesh,,210342066,1290.00,"৳ 1,290",//www.daraz.com.bd/products/-i210342066-s1160429076.html?search=1,null,0,27,1025932,Glam Touch Limited,210342066_BD,1160429076,nt_product
Multi Colour Digital Print Cotton 12 hand Saree With Extra2 Hand Blouse Peach for Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/a3dd5a5694a7c5fc55f86db0a35dad69.jpg,True,0,183448706,Bangladesh,,183448706,830,৳ 830,//www.daraz.com.bd/products/2-12-i183448706-s1127813455.html?search=1,null,0,7,700506384152,Tangail Tant Saree (TAN),183448706_BD,1127813455,nt_product
Hoodies Women Sweatshirt Dress Solid Autumn Winter Warm Loose Oversized Hoodie Female Pullover Long Length,157881,Legacy Boutiques,https://static-01.daraz.com.bd/p/3c2103057f764b3be43edc812096498e.jpg,True,0,156998096,Bangladesh,,156998096,799.00,৳ 799,//www.daraz.com.bd/products/-i156998096-s1087128780.html?search=1,null,0,5,4410,Legacy Boutiques,156998096_BD,1087128780,nt_product
Fabrilife Women Premium Tee - Revy,123289466,Fabrilife,https://static-01.daraz.com.bd/p/c55c46e02188e82f08736aa36f6fa553.jpg,True,0,240147532,Bangladesh,,240147532,525.00,৳ 525,//www.daraz.com.bd/products/fabrilife-women-premium-tee-revy-i240147532-s1183506849.html?search=1,null,0,11,700505718006,Fabrilife,240147532_BD,1183506849,nt_product
Silk 3 Piece Set Shalwar Kameez For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/39bcf5850414ba8d42967cb0f157e091.jpg,True,0,166256489,Bangladesh,,166256489,449.00,৳ 449,//www.daraz.com.bd/products/3-i166256489-s1099822920.html?search=1,null,0,5,700507851038,HAMIM FASHION,166256489_BD,1099822920,nt_product
"1 Pc Women Basic Tank Tops_Solid Color, Soft, Comfortable, Breathable",155927,Livingtex,https://static-01.daraz.com.bd/p/c278b83a4c04c1342feea86e570928f6.jpg,True,0,132306030,Bangladesh,,132306030,92,৳ 92,//www.daraz.com.bd/products/1-_-i132306030-s1053230039.html?search=1,null,0,77,2421,Livingtex,132306030_BD,1053230039,nt_product
Semi Stitched Georgette embroidery work Free Size Designer -salwar kamiz for woman,200149,Ahelia,https://static-01.daraz.com.bd/p/768c57ae733da423389c45e55b4b0655.jpg,True,0,232940036,Bangladesh,,232940036,1800,"৳ 1,800",//www.daraz.com.bd/products/-i232940036-s1175689197.html?search=1,null,0,7,1020485,Ahelia,232940036_BD,1175689197,nt_product
Yellow and Green Cotton Saree with Blouse Piece for Women (from Tangail),121114402,MONI TRADERS,https://static-01.daraz.com.bd/p/acf9e1f034f3b1e6032c1c003c8757db.jpg,True,0,123716883,Bangladesh,,123716883,599.00,৳ 599,//www.daraz.com.bd/products/yellow-and-green-cotton-saree-with-blouse-piece-for-women-from-tangail-i123716883-s1043910306.html?search=1,null,0,5,1036586,MONI TRADERS (TAN),123716883_BD,1043910306,nt_product
purple Color Indian Soft Buta Katan Stitched party Saree Blouse For Women,124374429,Shapewear Bangladesh,https://static-01.daraz.com.bd/p/93dab0d4683691630b59dfd15a56f7a9.jpg,True,0,252508422,Bangladesh,,252508422,225.00,৳ 225,//www.daraz.com.bd/products/purple-color-indian-soft-buta-katan-stitched-party-saree-blouse-for-women-i252508422-s1197921430.html?search=1,null,0,2,700509906080,Shapewear Bangladesh,252508422_BD,1197921430,nt_product
Orbit Rajpori Cotton Unstitch Salwar Kameez Dupatta - 3 Piece,123563256,ORBIT TEX,https://static-01.daraz.com.bd/p/f11e1d7ede73fcb6d0ac26c6b43d9274.jpg,True,0,222789077,Bangladesh,,222789077,650.00,৳ 650,//www.daraz.com.bd/products/3-i222789077-s1169058890.html?search=1,null,0,5,700508001139,Orbit Processing Mills Pvt. Ltd.,222789077_BD,1169058890,nt_product
BTS Women Full Sleeves Hoodies-20945H,199924,Stone Rose,https://static-01.daraz.com.bd/p/e88115e6d96675934dbc7a2d436c9cc2.jpg,True,0,210340650,Bangladesh,,210340650,499.00,৳ 499,//www.daraz.com.bd/products/bts-women-full-sleeves-hoodies-20945h-i210340650-s1160418751.html?search=1,null,0,8,1007149,Stone Rose,210340650_BD,1160418751,nt_product
Glam Touch Stylish Ladies Long T-Shirt Dress - T Shirt For Women,123952614,Glam Touch,https://static-01.daraz.com.bd/p/adc102b42b47e54d42b1b31816f42006.jpg,True,0,226433519,Bangladesh,,226433519,350.00,৳ 350,//www.daraz.com.bd/products/glam-touch-stylish-ladies-long-t-shirt-dress-t-shirt-for-women-i226433519-s1170969655.html?search=1,null,0,21,1025932,Glam Touch Limited,226433519_BD,1170969655,nt_product
IELGY Sweet red dress women's waist and slim mid-length A-line,123818419,IELGY,https://static-01.daraz.com.bd/p/d15976d0090c8e0e989b09e35f0d31f1.jpg,True,0,264365035,China,,264365035,1710.00,"৳ 1,710",//www.daraz.com.bd/products/ielgy-sweet-red-dress-womens-waist-and-slim-mid-length-a-line-i264365035-s1234790019.html?search=1,null,0,8,700508496307,IELGY,264365035_BD,1234790019,nt_product
Japani silk Afsan Screen Print Silk Shalwer Kameez 3 Piece,121166651,hamim fashion,https://static-01.daraz.com.bd/p/aaa4a7f3d456adfce40ba240805fb544.jpg,True,0,166272604,Bangladesh,,166272604,449.00,৳ 449,//www.daraz.com.bd/products/japani-silk-afsan-screen-print-silk-shalwer-kameez-3-piece-i166272604-s1099840823.html?search=1,null,0,71,700507851038,HAMIM FASHION,166272604_BD,1099840823,nt_product
Ahelia - Georgette Embroidery Work Free Size Exclusive Designer - Salwar Kameez Suits For Women,200149,Ahelia,https://static-01.daraz.com.bd/p/1d1b834f94de848b686df79b209bee32.jpg,True,0,185144028,Bangladesh,,185144028,1730.00,"৳ 1,730",//www.daraz.com.bd/products/-i185144028-s1130605322.html?search=1,null,0,6,1020485,Ahelia,185144028_BD,1130605322,nt_product
Block Printed Cotton Unstitched Three Piece for Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/mdc/72956994821df64327a265d13ca121e6.jpg,True,0,164678465,Bangladesh,,164678465,525.00,৳ 525,//www.daraz.com.bd/products/block-printed-cotton-unstitched-three-piece-for-women-i164678465-s1097488991.html?search=1,null,0,71,700507851038,HAMIM FASHION,164678465_BD,1097488991,nt_product
Unstitched Printed Cotton Three Piece For Women,121166651,hamim fashion,https://static-01.daraz.com.bd/p/0b34b6b95a61c45c4fbbc03ed82dafeb.jpg,True,0,168304617,Bangladesh,,168304617,599.00,৳ 599,//www.daraz.com.bd/products/-i168304617-s1102316637.html?search=1,null,0,27,700507851038,HAMIM FASHION,168304617_BD,1102316637,nt_product
Ladies T-shirt 3 Quarter,157881,Legacy Boutiques,https://static-01.daraz.com.bd/p/73d427f8fbc02ad0ea6bfc965ac5ac21.jpg,True,0,151436312,Bangladesh,,151436312,299.00,৳ 299,//www.daraz.com.bd/products/3-i151436312-s1078592177.html?search=1,null,0,2,4410,Legacy Boutiques,151436312_BD,1078592177,nt_product
Japani Silk Afsan Screen Print Shalwer Kameez 3 Piece,121166651,hamim fashion,https://static-01.daraz.com.bd/p/0781fd7bd639142282a9d9c88e35e5b6.jpg,True,0,166272559,Bangladesh,,166272559,449.00,৳ 449,//www.daraz.com.bd/products/japani-silk-afsan-screen-print-shalwer-kameez-3-piece-i166272559-s1099848316.html?search=1,null,0,18,700507851038,HAMIM FASHION,166272559_BD,1099848316,nt_product
Blue Color Body & Multicolor Par Digital Print Cotton  Exclusive Saree With Extra Blouse Peach for Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/a97707c850276cec70fd271dcd402347.jpg,True,0,165252061,Bangladesh,,165252061,1070,"৳ 1,070",//www.daraz.com.bd/products/-i165252061-s1273163738.html?search=1,null,0,41,700506384152,Tangail Tant Saree (TAN),165252061_BD,1273163738,nt_product
Women Premium Tee - Sarin - T Shirt For Women,123289466,Fabrilife,https://static-01.daraz.com.bd/p/07c9be020b540b55922f4e8548d33c1c.jpg,True,0,240157196,Bangladesh,,240157196,525.00,৳ 525,//www.daraz.com.bd/products/women-premium-tee-sarin-t-shirt-for-women-i240157196-s1183502985.html?search=1,null,0,11,700505718006,Fabrilife,240157196_BD,1183502985,nt_product
Cotton Premium Long Socks for Women by MB Hosiery,156202,MB HOSIERY,https://static-01.daraz.com.bd/p/72c1d16f2f3a629380040ec2d49833fa.jpg,True,0,105544114,Bangladesh,,105544114,179.00,৳ 179,//www.daraz.com.bd/products/cotton-premium-long-socks-for-women-by-mb-hosiery-i105544114-s1020394929.html?search=1,null,0,3,2747,MB HOSIERY,105544114_BD,1020394929,nt_product
3 pcs Unstitched Digital Printed Lawn for Women by Style Store,123432267,Style Store,https://static-01.daraz.com.bd/p/2dc3f68be5754a83c6b197724ed47541.jpg,True,0,273576680,Bangladesh,,273576680,1440.00,"৳ 1,440",//www.daraz.com.bd/products/3-pcs-unstitched-digital-printed-lawn-for-women-i273576680-s1319348207.html?search=1,null,0,4,700516389123,Style Store BD,273576680_BD,1319348207,nt_product
Women's Casual comfortable loose fitted Pull-on Pant with Elastic Waist from LEVIN,45244,Levin,https://static-01.daraz.com.bd/p/674c6fd2fba19c1454b9622e8e3032b5.jpg,True,0,297999326,Bangladesh,,297999326,399.00,৳ 399,//www.daraz.com.bd/products/-i297999326-s1322423775.html?search=1,null,0,0,700508265735,Levin Mall,297999326_BD,1322423775,nt_product
Boishakhi Special Batik print Cotton saree For Women,123338852,Tangail Tant Saree,https://static-01.daraz.com.bd/p/e4b1b99d2c89cff8798fb663f561f6ff.jpg,True,0,215721836,Bangladesh,,215721836,380,৳ 380,//www.daraz.com.bd/products/batik-print12-hand-cotton-saree-for-women-i215721836-s1164202960.html?search=1,null,0,5,700506384152,Tangail Tant Saree (TAN),215721836_BD,1164202960,nt_product
Red & Black Colour Cotton Saree for Women (from Tangail),121128463,Sitanath Ranjit Basak (TAN),https://static-01.daraz.com.bd/p/4f1f52764059b324df3e0078270e5332.jpg,True,0,152928727,Bangladesh,,152928727,1599,"৳ 1,599",//www.daraz.com.bd/products/red-black-colour-cotton-saree-for-women-from-tangail-i152928727-s1081098846.html?search=1,null,0,14,1037361,Sitanath Ranjit Basak (TAN),152928727_BD,1081098846,nt_product
Full Embroidery Georgette 4 piece for girls Unstitched,39704,No Brand,https://static-01.daraz.com.bd/p/d4527540a15d955c73819f8cc66f1085.jpg,True,0,230660300,Bangladesh,,230660300,1500.00,"৳ 1,500",//www.daraz.com.bd/products/4-i230660300-s1174045047.html?search=1,null,0,3,700508550369,Queenly demand,230660300_BD,1174045047,nt_product
Ahelia - Georgette Embroidery Work Free Size Designer - Salwar Kameez Suits (Three piece) For Women,200149,Ahelia,https://static-01.daraz.com.bd/p/541285baf8dc490491a6efa955665c93.jpg,True,0,156796589,Bangladesh,,156796589,1540,"৳ 1,540",//www.daraz.com.bd/products/-i156796589-s1086636160.html?search=1,null,0,20,1020485,Ahelia,156796589_BD,1086636160,nt_product
